pitcher,p_whip,cf_score,p_throws
595014,0.27125558,0.0,R
669270,0.3069638,0.0,R
594580,0.26087302,0.0,L
664059,0.0,0.0,R
642397,0.2891422,0.0,L
667463,0.3415901,0.0,L
681911,0.23367816,0.0,L
608650,0.30526316,0.0,L
693855,0.26162237,0.0,L
669330,0.24316975,0.0,R
641329,0.26070097,0.0,R
670280,0.25842816,0.0,R
668964,0.2927278,0.0,R
681084,0.95,0.0,R
670329,0.25958848,0.0,R
805299,0.30585366,0.0,L
806188,0.27787274,0.0,L
668933,0.32567337,0.0,R
663738,0.29883373,0.0,L
657514,0.28424203,0.0,L
663542,0.2462245,0.0,L
656234,0.3326784,0.0,R
677955,0.30574712,0.0,R
656271,0.2934604,0.0,L
663423,0.2849615,0.0,R
641745,0.29773924,0.0,R
677053,0.2625689,0.0,L
595345,0.26528302,0.0,L
702752,0.25333333,0.0,R
642528,0.29359087,0.0,R
695001,1.3,0.0,R
661395,0.25166318,0.0,R
671936,0.18387097,0.0,L
622554,0.2727428,0.0,R
700327,0.0,0.0,L
668674,0.28466898,0.0,R
696062,0.21509434,0.0,R
678022,0.27221686,0.0,R
676879,0.28769717,0.0,L
689296,0.28715366,0.0,R
664141,0.2997951,0.0,R
673513,0.2694692,0.0,L
455119,0.29359823,0.0,R
682243,0.26994842,0.0,R
668984,0.3330132,0.0,R
643511,0.28207734,0.0,R
680573,0.3106188,0.0,R
671106,0.32725373,0.0,L
657097,0.27199522,0.0,R
694361,0.31630057,0.0,R
802408,0.34545454,0.0,L
622088,0.32393444,0.0,R
657612,0.33791947,0.0,L
676571,0.29654405,0.0,L
681810,0.28422764,0.0,R
676440,0.27724123,0.0,R
685299,0.35257733,0.0,R
670036,0.28913045,0.0,R
608379,0.28873515,0.0,R
669461,0.3138148,0.0,L
690997,0.25172812,0.0,R
666200,0.2830751,0.0,L
518876,0.2886076,0.0,R
837227,0.31516588,0.0,R
669387,0.28963128,0.0,R
702056,0.25726375,0.0,R
650644,0.28588548,0.0,R
641743,0.32070065,0.0,L
680694,0.26940584,0.0,R
622491,0.27201173,0.0,R
663556,0.27092463,0.0,L
805673,0.3220339,0.0,R
641793,0.3002656,0.0,R
701542,0.29941964,0.0,R
686218,0.2597561,0.0,R
694819,0.23879781,0.0,R
666157,0.28038433,0.0,L
676083,0.3185084,0.0,R
676962,0.29841745,0.0,R
694738,0.2936048,0.0,R
677958,0.3070873,0.0,R
656288,0.30025905,0.0,R
669947,0.32384408,0.0,R
